created_at,status_id,retweet_count,favorite_count,text,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,quoted_status_id,source,lang,user_id,user_mentions,hashtags,urls,is_retweet,retweet_status_id,place_name,country,long1,long2,long3,long4,lat1,lat2,lat3,lat4
2016-08-20T08:39:36Z,766917587146014720,0,0,Excellent article! #Trump must-read! Stop using #firstsevenjobs to camouflage your privilege: https://t.co/vb10lDdEqV via @slate,NA,NA,FALSE,NA,Twitter for iPhone,en,256372407,
